ID,[Area] Sample003,[Area] Sample004,[Area] Sample005,[Area] Sample006,[Area] Sample007,[Area] Sample008,[Area] Sample009,[Area] Sample010,[Area] Sample011,[Area] Sample012,[Area] Sample013,[Area] Sample014,[Area] Sample025,[Area] Sample026,[Area] Sample027,[Area] Sample028,[Area] Sample029,[Area] Sample030,[Area] Sample031,[Area] Sample032,[Area] Sample033,[Area] Sample036,[Area] Sample037,[Area] Sample038,[Area] Sample039,[Area] Sample040,[Area] Sample041,[Area] Sample042,[Area] Sample043,[Area] Sample044,[Area] Sample047,[Area] Sample048,[Area] Sample049,[Area] Sample050,[Area] Sample051,[Area] Sample052,[Area] Sample053,[Area] Sample054,[Area] Sample055,[Area] Sample058,[Area] Sample059,[Area] Sample060,[Area] Sample061,[Area] Sample062,[Area] Sample063,[Area] Sample064,[Area] Sample065,[Area] Sample066,[Area] Sample069,[Area] Sample070,[Area] Sample071,[Area] Sample072,[Area] Sample073,[Area] Sample074,[Area] Sample075,[Area] Sample076,[Area] Sample077,[Area] Sample080,[Area] Sample081,[Area] Sample082,[Area] Sample083,[Area] Sample084,[Area] Sample085,[Area] Sample086,[Area] Sample087,[Area] Sample088,[Area] Sample091,[Area] Sample092,[Area] Sample093,[Area] Sample094,[Area] Sample095,[Area] Sample096,[Area] Sample097,[Area] Sample098,[Area] Sample099,[Area] Sample102,[Area] Sample103,[Area] Sample104,[Area] Sample105,[Area] Sample106,[Area] Sample107,[Area] Sample108,[Area] Sample109,[Area] Sample112,[Area] Sample113,[Area] Sample114,[Area] Sample115,[Area] Sample116
name,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,11AS14,11AS10,11AS13,11AS12,11AS07,11AS09,08AS37,08AS26,11AS14,11AS10,11AS13,11AS12,11AS07,11AS15,11AS04,11AS03,15LO25,13LO12,11LO44,11LO40,05LO53,04LO49,16TU44,15LM54,15LM53,16BR81,11LK36,11LK32,11LK33,11LK30,11LK26,17TU493,99L09,99L09,14LO83,05L068,01LO34,17LO74,04LO58,04LO12,02LO43,01LO32,00L13,14LO83,05LO68,12LO46,04LO74,04LO58,04LO12,02LO43,01LO32,OOL13,15BB68,14BB17,14BB03,11BB35,06BB12,g13,y34,y33,g13,w36,y60,y48,p9,r110,w36,y60,r110,y33,y33,y48,r110,y33,b18,p9,g13,b18
class,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Negative,Sample,Negative,Negative,Negative,Negative,Sample,Sample,Sample,Sample,Negative,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Chronic,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Negative,Chronic,Chronic,Negative,Negative,Chronic,Chronic,Sample,Chronic,Negative,Chronic,Chronic,Chronic,Chronic,Chronic,Chronic,Chronic,Negative,Negative,Negative,Sample
year,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2014,2014,2014,2013,2014,2014,2014,2014,2011,2011,2011,2014,2011,2011,2011,2015,2016,2016,2016,2017,2013,2016,2016,2016,2016,2011,2011,2011,2011,2011,2017,2012,2014,2017,2017,2012,2017,2017,2014,2013,2014,2013,2014,2014,2017,2013,2013,2013,2015,2012,2013,2015,2014,2014,2015,2014,2016,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015
951.6704a3.93,468605.48,314885.62,929313.87,614518.38,643758.62,627581.76,948667.85,689877.05,604514.27,756551.8,124293.79,13438.41,315352.49,126417.43,254967.62,1219944.59,179987.69,271877.27,190988.62,594250.36,194102.6,120897.15,150700.58,363897.12,176344.95,74799.84,101287.14,26618.94,84531.39,31957.23,8364.96,301956.28,175621.95,274851.7,454285.7,458983.04,196502.1,72253.45,82304.71,87411.09,169432.13,302630.1,50043.39,243330.6,279435.96,199639.48,216481.55,166365.65,215157.77,375062.52,265695.94,306093.5,63995.03,101725.41,131771.53,107813.43,443394.76,498310.56,128098.6,235529.62,49375.41,84831.17,441138.01,207108.61,348079.06,336540.85,212986.17,280512.54,325268.27,120677.06,0,0,0,0,171440.3,0,0,0,0,0,0,0,0,0,0,0,0,740046.64
1023.7285a4.3,302985.02,178737.01,587748.89,413083.59,407051.37,427023.25,713637.41,393622.92,429259.5,502204.71,103358.18,10828.79,261176.8,99033.22,192941.81,904833.78,152748.13,199217.87,154675.49,525062.45,157955.49,89604.63,124705.04,294613.05,146613.37,62081.15,83586.35,22341.09,73271.44,27496.46,7015.05,232475.56,693889.2,228432.51,354537.77,358287.75,160320.59,59124.18,70351.36,73154.02,150093.08,251102.58,42869.26,198264.89,234778.93,171067.18,169329.9,136252.28,185631.77,308302.13,207373.04,245828.79,47702.96,85390.31,96581.15,86222.98,322455.52,363698.7,101054.47,189326.6,38532.05,62513.77,356007.87,170598.01,304817.53,280090.21,181351.51,223561.79,257453.37,86653.5,0,0,0,0,130881.57,0,0,0,0,0,0,0,0,0,0,0,0,545909.2
1069.7334a3.69,436246.34,244064.63,736778.21,418907.38,514432.58,498919.4,746728.7,479749.74,427784.53,727173.85,73686.45,8083.33,161362.64,67874.58,165219.36,557046.06,86968.89,136419.45,102533.13,332874.18,106651.08,86894.74,85364.26,212423.47,99497,39472.08,59761.5,14532.99,61429.05,19482.83,4637.69,192057.38,161409.06,149838.76,249047.97,260020.92,111073.66,34550.72,44167.62,46661.06,71525.07,145494.13,37114.21,135207.09,150967.01,126609.79,124326.23,90017.04,116423.11,204859.55,149452.32,173233.06,46095.4,58550.24,86511.75,64952.85,267915.68,342043.12,68162.71,125239.05,32733.24,52420.63,225938.97,100143.46,140928.81,144113.08,105880.15,153853.91,161453.4,71927.56,0,0,0,0,98526.28,0,0,0,0,0,0,0,0,0,0,0,0,393290.31
982.7141a4.13,291081.47,168471.36,500582.55,364035.64,363282.76,362299.97,589687.77,359224.37,361804.88,433677.4,77216.81,8548.03,189556.08,78949.83,158275.95,678617.54,122571.73,162203.96,125679.21,376807.42,120488.31,76571.89,99797.69,235216.21,114512.55,49711.65,64067.34,17841.99,60040.67,22066.1,5423.4,185939.77,99122.79,180734.81,284738.09,282425.56,120819.92,46825.46,51987.15,53454.62,109379.81,195575.14,37530.96,155030.68,183839.06,135462.15,145436.76,106298.88,143319.3,236937.92,163100.89,189142.56,42549.1,66800.02,79618.22,67208.24,256929.64,305610.6,81731.75,148657.49,33752.82,53149.04,274171.53,133118.38,218589.79,221601.8,136367.77,181843.61,200121.27,75912.04,0,0,0,0,108301.18,0,0,0,0,0,0,0,0,0,0,0,0,455534.5
1232.8574a3.81,338751.54,217559.24,702818.67,401677.86,459090.17,482777.18,725393.49,424778.82,354195.38,502588.71,63734.7,7682.63,150161.1,69439.26,145880.4,619056.98,85828.27,125641.09,96740.47,334766.58,97954.41,69515.48,86897.61,199872.4,105590.87,39221.81,54503.93,13484.78,48452.64,16951.08,4303.81,184859.73,88276.77,143658.1,240429.22,248274.77,93466.19,34529.47,38930.87,44663.21,79673.52,154258.48,30500.97,110917.86,141499.43,104818.25,108650.22,87932.75,112852.59,197209.41,168421.93,151308.32,34257.05,50986.95,67017.87,52864.7,243656.49,288675.97,70120.38,108116.69,25918.51,43597.48,219297.89,99895.93,163653.83,162719.04,106259.6,140240.25,148102.09,60758.49,0,0,0,0,87380.69,0,0,0,0,0,0,0,0,0,0,0,0,361210.24
1465.0221a4.38,121659.69,87802.11,405913.77,198954.68,221664.8,260184.49,419533.83,198931.65,201807.77,273853.46,53770.27,6177.84,122893.89,50803.77,98677.5,503681.07,72953.22,97790.77,76068.15,312061,86487.19,35516.47,67924.83,173209.25,96396.62,33844.62,51862.26,11959.39,40560.03,14930.27,3435.32,140660.77,60444.16,125734.88,213875.3,214466.78,76014.78,24979.52,33013.08,35374.14,70595.4,143973.57,24733.24,92752.29,133601.4,91078.58,75126.59,87618.67,112530.53,179801.9,146509.67,143963.06,24377.86,52872.87,49067.73,44029.86,195001.17,212649.1,59315.64,99194.38,16273.8,31445.9,171284,91154.33,143825.9,132558.12,90060.05,111863.2,128025.67,45115.24,0,0,0,0,69715.75,0,0,0,0,0,0,0,0,0,0,0,0,252325.44
747.5314a3.61,334212.11,202185.12,469608.13,392683.92,359141.32,343834.44,579385.74,420866.74,357792.89,421006.28,57561.83,6797.07,132057.93,52376.51,121076.27,529946.03,81560.66,124253.95,82240.47,285030.47,92264.72,68822.22,73864.13,165934,77342.14,31251.97,43668.59,12067.82,52224.87,15329.82,3613.81,137990.9,100916.79,123666.42,177086.92,193886.3,81020.91,30595.24,35298.4,37710.74,75894.46,127088.42,28611.09,117318.35,116916.74,88004.97,98223.69,68914.48,88134.99,159192.99,122433.63,123323.21,34956.85,43002.51,66098.28,44223.33,189070.71,288770.37,53866.29,107379.94,31197.17,44526.57,190917.77,87042.15,149857.92,143707.25,87433.05,126135.26,142433.49,63057.45,0,0,0,0,82565.79,0,0,0,0,0,0,0,0,0,0,0,0,331007.2
965.6837a4.13,143753,85511.78,293830.6,200696.2,192652.56,194675.76,331480.51,191764.54,200098.14,238805.77,40319.88,4204.97,94828.1,37454.09,79609.84,430303.03,63486.43,89236.5,60183.68,226074.12,63066.16,37571.87,48682.45,114221.8,55287.5,24158.88,31532.18,8489.01,28692.16,10162.72,2540.28,105167.41,57540.29,88497.45,137498.9,139425.35,62037.54,22806.14,25666.77,27719.65,55657.69,93921.47,16575.47,74834.08,88010.92,63431.35,63628.43,50883.91,69460.4,113382.87,84518.05,93536.11,18295.82,31466.16,35117.84,31982.87,131412.08,143696.91,38496.07,69173.86,14498.98,22670.15,140738.83,63995.48,111025.63,104789.93,64708.54,82810.48,95070.23,32881.96,0,0,0,0,48390.87,0,0,0,0,0,0,0,0,0,0,0,0,218852.83
1539.0591a4.17,124426.63,76185.24,343808.34,186652.12,198169.03,228721.08,364042.22,161354.19,187592.06,232561.11,41731.31,4966.59,94908.76,37801.14,83348.81,371162.44,56949.18,75921.72,65990.74,225536.24,74220.66,34461.79,57269.4,135854.28,75453.17,27788.69,37627.27,9186.64,29495.78,10916.25,2516.68,128779.07,44989.58,93478.08,159742.96,162127.73,60122.3,19709.31,25261.73,28082.27,50872.73,112831.45,16791.02,66359.31,93952.72,65761.48,59092.32,61419.45,79519.93,136879.67,127625.96,101845.33,18888.4,36118.2,34951.23,33612.47,142275.74,152210.38,46990.51,69890.5,13455.03,23576.72,137893.38,63851.56,107959.03,99198.54,68932.91,77021.33,93361.07,31331.53,0,0,0,0,48663.86,0,0,0,0,0,0,0,0,0,0,0,0,183701.21
1583.0908a4.15,124049.13,76045.16,346284.58,182046.59,196293.48,222287.21,324697.69,152331,185976.3,216076.52,48677.08,5415.25,97339.63,37525.87,90789.01,344282.17,57894.34,75924.7,63614.45,213569.49,78490.92,31952.51,57160.87,139030.02,80219.76,28074.6,35527.69,8440.34,36377.88,11697.27,2638.78,134074.63,53633.31,91248.9,151937.26,165184.49,60712.71,19576.75,27639.14,29230.32,50010.18,115535.79,21717.91,73847.16,93538.96,65027.03,68403.12,67316.95,82559.62,154601.65,131803.78,105304.92,23316.93,35705.71,42303.41,34534.46,147566.53,145829.69,48443.25,52913.6,18161.67,29569.16,138297.29,63888.94,107070.75,108577.43,70400.82,97231.87,91045.61,39644.61,0,0,0,0,57790.32,0,0,0,0,0,0,0,0,0,0,0,0,200385.05
1390.9854a4.6,56531.52,36743.03,198495.23,84246.48,96590.36,114813.74,187055.54,94415.93,103198.17,130270.38,29157.26,2944.3,68517.01,26603.65,43027.33,267586.4,40551.25,52358.32,37641.43,168683.88,41701.52,11460.81,30616.35,86578.69,44877.19,17769.12,29749.29,7078.63,24220.53,9315.77,1866.48,56328.25,44516.03,74679.17,128436.49,118235.67,46183.42,15314.03,20902.57,21834.54,46275.15,89421.87,13894.14,59464.11,73748.45,55655.76,50328.74,51129.59,67146.35,106327.58,68854.65,81366.72,15634.82,34685.71,30029.11,26833.81,102228.81,129940.7,31231.91,66969.22,10488.14,20498.73,103495.55,55860.03,81415.46,85610.31,53152.34,75180.15,78509.57,27455.92,0,0,0,0,42850.53,0,0,0,0,0,0,0,0,0,0,0,0,161540.29
1569.07a4.01,118533.08,76572.17,298627.95,158603.98,170799.76,193653.45,309502.56,137079.74,169049.25,191167.83,32494.19,4078.9,86999.78,30559.54,75701.08,295956.12,51019.85,69047.75,47982,168888.61,53771.55,30570.46,44669.76,101529.94,57604.61,21978.73,27813.83,6900.63,23580.57,9031.19,1930.32,109940.49,37494.28,71927.72,121164.08,130504.33,51369.11,15333.11,21766.72,23524.1,39809.65,88613.99,12608.86,51901.14,67467.54,48881.23,44354.87,45188.3,57691.53,106385.68,112308.26,77116.58,13539.85,26951.33,28069.79,25799.64,110959.59,120839.05,35856.84,51570.18,10651.13,18456.48,116822.54,48478.93,88849.54,78293.82,52043.64,56092.26,69881.9,23553.63,0,0,0,0,38633.15,0,0,0,0,0,0,0,0,0,0,0,0,142739.08
501.3124a1.88,151016.17,152097.23,144830.39,351989.31,302823.73,238948.74,372806.37,414959.18,226271.75,139965.26,12624.39,8617.39,16741.82,8945.82,15044.36,115830.44,35164.89,92059.7,116857.23,297175.91,40517.18,15101.24,16853.32,26434.69,9643.25,4210.07,8519.39,3335.88,16462.24,3790.05,348.88,86719.06,53194.37,20956.3,26101.35,24092.67,13360.1,6593.87,4089.67,5117.94,7395.7,15767.3,5292.59,26378.88,13436.9,16933.51,17309.04,9535.94,8629.57,22227.86,13419.77,15680.77,12704.25,4325.88,17990.19,7194.46,23994.85,96909.62,6094.99,22549.24,10253.78,15187.7,16159.45,16246.34,7109.19,12555.8,9132.91,15456.8,29996.01,16987.3,0,0,0,0,10252.16,0,0,0,0,0,0,0,0,0,0,0,0,36395.22
254.1174a1.71,23983.17,334086.41,764127.07,712333.33,23589.17,745700.1,802911.14,18983.14,464108.21,558582.61,31738.73,64203.9,195739.3,19156.89,81876.85,122125.56,6772.79,187712.32,779038.33,422220.85,38226.58,14091.87,615710.9,1357551.68,434465.79,137559.57,278907.5,99022.17,46684.44,127227.58,25945,40618.99,64645.74,11408.33,18532.34,25072.58,32804.99,26594.54,474159.8,410593.8,61488.83,14674.49,18425.97,1279161.3,957613.94,664822.88,31707.13,361930.98,470202.06,1043677.58,70120.55,38509.45,10121.87,367391.96,0,383243.55,2388466.95,49322.55,306898.74,279891.36,0,23024.09,42030.79,498208.34,538501.15,0,424401.01,12634.91,1427870.58,21285.72,14256.14,27236.41,0,9390.75,14778.16,0,0,0,0,12838.18,0,0,0,0,0,0,0,0
1111.7785a4.23,60290.59,38167.73,152968.09,88552.62,84525.12,89841.11,152492.79,79296.72,86920.27,102322.79,19843.64,1880.29,49162.59,17961.53,36976.44,211918.68,27708,45332.03,31927.2,117119.36,27812.84,17168.95,22395.91,51303.42,24510.2,10702,16041.49,3710.16,12952.1,4781.4,1226.9,56924.81,30512.07,43256.2,70758.81,66449.5,32420.44,10342.6,12819.4,13876.62,31497.17,45736.57,8640.59,40824.17,51426.71,35263.66,32033.9,26454.7,41995.89,57305.98,53463.92,51876.62,9008.19,17158.51,19488.21,18196.99,71604.21,61840.17,19575.65,37576.36,7264.71,13435.39,61275.59,29636.31,55390.94,49346.29,30084.54,37351.31,55846.78,15160.98,0,0,0,0,22298.17,0,0,0,0,0,0,0,0,0,0,0,0,97301.02
1452.9865a3.76,88404.69,55224.78,192925.52,66956.72,99091.99,71548.83,180828.87,82612.27,87137.57,105636.4,9466.21,1966.78,41843.41,18005.59,41339.32,145366.93,17843.99,33234.18,15259.76,82001.46,20564.88,21740.97,15034.95,53213.93,28670.21,10661.9,14278.03,3671.23,12980.27,4539.35,984.06,56025.1,23322.91,38808.6,62283.66,66978.88,25601.89,8533.25,11118.95,11781.12,17913.01,44251.28,4109.75,26827.52,35166.63,24420.06,25146.66,22267.76,28235.04,51001.12,54380.19,36034.61,9257.68,11640.12,16686.37,13085.87,59278.3,69810.08,17633.15,25275.99,6011.01,11262,59217.9,23754.81,42505.31,39093.36,26062.2,30789.9,35052.51,14336.37,0,0,0,0,19076.36,0,0,0,0,0,0,0,0,0,0,0,0,80282.06
559.392a2.41,199009.27,188479.72,249861.06,225733.33,120611.58,149208.9,211115.6,288960.47,143372.95,146553.13,91598.64,6080.18,54032.39,26796.72,51945.79,196964.12,78962.06,50114.66,60783.32,182294.43,108578.4,46286.64,42009.83,88492.9,40113.5,19399.74,26385.98,6307.31,56571.82,13252.93,1828.68,70323.24,149912.86,59742.81,105741.84,100418.12,35910.98,13323.03,16123.71,16951.88,35155.42,56594.86,31632.76,85148.65,54386.39,48542.35,111647,32811.22,42664.62,87897.43,50294.31,63410.43,60922.19,20686.49,116468.32,23747.67,88615.35,409119.8,22600.63,78730.92,81980.75,60759.09,69543.7,42644.7,43005.96,57103.9,30983.76,63563.41,94664.94,55124.77,0,0,0,0,43703.87,0,0,0,0,0,0,0,0,0,0,0,0,153589.56
1655.1432a4.42,47354.54,29225.28,155107.17,72991.35,78642.34,100308.55,151846.85,71539.04,83859.51,100997.71,25889.29,3048.35,51120.38,19609.83,38863.44,191163.36,32324.45,41836.11,36377.17,129663.29,38506.03,11276.69,29981.5,77171.87,43553.67,15372.03,21315.98,5408.88,19768.97,5798.19,1333.71,55184.21,32087.58,51768.35,88675.17,90117.1,35519.52,10440.76,15436.82,16417.5,30260.92,66104.68,10324.59,37550.47,56815.54,37683.8,32228.38,38812.37,48142.86,81897.92,75961.46,65901.74,9893.15,23483.74,20501.12,18890.76,78232.59,95797.59,25884.73,45211.72,8310.12,14701.83,70001.89,36031.55,62470.56,55989.81,38609.22,43265.14,51448.01,16561.43,0,0,0,0,28921.25,0,0,0,0,0,0,0,0,0,0,0,0,96131.05
821.5679a3.39,148979.81,90941.81,204742.21,150356.27,146786.25,147182.28,225547.97,184133.87,121577.32,161896.99,31883.01,2159.3,59350.6,22700.59,60567.33,243447.98,20920.3,75097.1,48302.7,122288.83,31679.01,20690.74,34502.27,72054.12,30551.94,14913.6,19291.43,5293.36,26676.16,9461.8,2309.02,49251.8,69735.1,52514.12,88422.14,80722.05,36132.36,12445.86,13857.67,16097.1,34148.98,50946.02,14440.01,54340.65,49629.4,46630.84,52824.75,34093.42,41820.49,66605.32,69848.41,67594.66,20857.43,19682.64,34867.35,21640.04,107265.73,140306.87,22144.45,59360.17,14338.18,18782.37,69113.05,35310.59,51388.43,58588.13,30822.72,62435.83,66064.45,34938.69,0,0,0,0,40041.7,0,0,0,0,0,0,0,0,0,0,0,0,143438.53
1155.8048a4.2,40544,27446.94,145536.41,62096.3,80101.7,70869.25,133278.18,50565.93,91170.86,96615.16,15888.39,1547.51,34354.35,12937.48,27169.96,160849.28,22059.92,34426.86,22302.3,93334.37,14486.61,11383.81,15766.39,41679.86,19390.79,8244.08,12284.8,3012.62,11206.29,3632.11,891.81,40703.14,19790.95,34755.4,54838.44,56562.29,21430.83,8039.57,8925.05,10269.79,19815.83,24452.67,7446.73,26602.16,31342.71,21687.82,28480.44,19646.65,28181.41,44348.65,28151.14,33942.3,8757,12011.1,14922.37,11454.76,49805.47,58532.08,16211.99,28358.69,5633.88,11363.91,53832.6,24824.51,38555.69,37753.99,25372.72,30257.66,24225.63,12874.7,0,0,0,0,18707.91,0,0,0,0,0,0,0,0,0,0,0,0,78860.32
1671.1441a4.11,66599.67,35620.81,182405.54,85196.36,105740.05,115456.92,167745.18,74185.61,96850.68,112548.51,28604.73,2871.11,60649.78,20270.53,50870,191081.84,33458.11,47567.18,46101.85,119885.06,42545.64,17917.99,31241.15,70862.37,42765.47,14999.48,19957.29,4762.48,21385.09,5873.86,1382.29,75431.97,30648.5,52383.33,86139.95,94634.17,37465.58,10128.15,16819.96,17558.74,29049.38,68693.36,11890.48,41146.23,51292.53,32827.63,35281.06,38139.99,43942.72,85654.82,83334.63,57612.14,13425.83,20006.35,19854.68,18801.19,77575.62,99065.22,26943.98,38571.5,11269.94,17245.75,87936.25,34941.56,59452.91,59232.37,42202.69,52491.72,47369.78,18121.04,0,0,0,0,32572.28,0,0,0,0,0,0,0,0,0,0,0,0,96267.3
923.6374a3.56,90899.31,58951.98,180231.83,119084.03,115521.26,113386.36,188178.37,137218.21,100217.87,124082.19,17488.09,1705.14,31811.98,12813.11,30033.92,150821.34,22056.94,31460.69,24382.02,94336.1,25069.35,17055.03,18634.26,40141.7,20712.86,8536.59,11443.26,3024.83,14580.95,4033.07,870.55,38668.81,29200.52,31936.23,51025.71,51516.83,20920.6,7750,8185.05,9764.36,18879.72,31124.14,7689.97,33661.7,30153.65,21445.81,24928.55,16564.84,23328.95,39424.6,29920.88,31029.22,9860.47,10332.73,15408.24,11180.49,48914.65,71199.08,13496.14,26625.02,8027.75,11258.84,48276.61,21124.35,29796.75,35163.87,21282.39,33820.25,33833.74,17007.85,0,0,0,0,22871.2,0,0,0,0,0,0,0,0,0,0,0,0,84601.43
749.5143a2.72,145255.03,104635.84,186739.33,135985.83,123878.48,106382.54,199418.16,229096.24,119826.68,105448.04,35360.25,2488.74,35904.55,16768.05,29225.85,112499.94,21863.47,48592.64,44688.15,93279.53,36238.93,25885.56,27630.51,53123.16,28214.84,11613.79,17552.08,4810.34,27638.04,7604.56,1365.58,44297.09,94486.55,38209.6,71094.03,63327.61,24240.85,9517.7,9035.88,11814.06,19696.63,42526.55,13781.69,56404.56,36216.86,32164.2,45804.44,23523.88,27963.6,65303.25,33669.2,42109.1,25865.27,14592.59,44237.05,14870.49,59606.33,196479,16197.28,52045.58,29466.69,30194.87,51525.17,28988.77,26037.01,43070.03,23539.1,48776.35,63677.99,35563.06,0,0,0,0,32690.32,0,0,0,0,0,0,0,0,0,0,0,0,124555.23
469.3606a3.5,202704.95,125628.38,189446.62,231456.42,210462.3,180550.95,319833.92,235879.11,189561.97,228662.38,37906.85,4247.46,75261.1,37833.84,84884.1,271625.37,65032.2,66542.83,57278.3,181105.8,62402.57,47468.87,51992.97,109184.94,56289.2,23617.49,28267.51,7659.03,27876.58,10610.98,2365.82,79514.59,47352.02,85528.61,128167.62,117141.17,60654.3,21961.39,24497.29,25328.92,55642.93,79146.48,8771.72,82715.79,79790.4,55704.04,54464.87,42944.46,60093.96,106426.49,123810.92,75589.23,22552.81,27263.95,33192.52,28589.58,131331.1,160652.28,34386.61,78496.47,14406.15,24874.75,131706.55,57924.67,93906.88,101061.52,60428,73945.15,107270.88,30513.91,0,0,0,0,54586.33,0,0,0,0,0,0,0,0,0,0,0,0,267393.74
781.5023a2.07,77147.22,48821.13,75026.86,49483.11,50950.28,36128.85,49247.08,72052.12,41689.18,53858.91,19418.35,1217.99,10457.06,3703.83,0,23590.72,0,19906.21,12860.27,41586.59,10596.49,9071.22,7868.09,15973.19,5411.98,3859.33,6210.14,1510.73,9787.8,1812.65,327.05,21020.09,173876.72,11043.58,17336.03,15147.17,5360.94,2255.28,4332.81,3427.95,4583.09,10376.59,5262.23,17784.57,6455.31,10037.51,15101.22,4588.82,8559.25,11491.06,25915.13,8858.88,9924.46,6299.86,11309.75,3296.47,9737.16,64937.67,9959.11,4319.69,6005.16,10750.05,11042.37,5540.24,9138.36,9849.56,6022.07,0,11006.15,12586.57,0,0,2677.03,0,7830.55,0,4195.66,4721.98,0,0,0,0,0,0,0,0,0,6942.4
575.3493a1.8,68256.65,71402.8,64818.25,98197.5,67272.1,49371.54,78769.68,172896.49,65417.66,44149.45,14008.07,1520.45,6641.12,6623.55,8752.71,19152.06,8599.49,9604.83,17142.23,42756.03,12713.66,9250.1,9071.75,16204.13,8479.63,4151.07,4450.7,1091.25,12826.65,2190.87,323.15,8776.43,42164.79,7243.52,12666.68,15744.12,5231.82,2022.49,2902.8,2814.6,4951.41,7374.63,4005.31,16365.2,8348.9,5425.85,13749.28,5138.36,4701.14,15295.01,7971.32,9829.51,8720.24,2991.82,12684.22,3938.13,11323.17,64552.82,4339.33,12608.73,6287.04,9444.51,8613.42,8946.14,3376.71,8190.53,5071.51,9145.26,15621.51,10480.43,0,0,0,0,6973.71,0,0,0,0,0,0,0,0,0,0,0,0,27075.22
487.2991a1.66,72970.74,76924.59,73585.33,105973.19,77012.51,64465.92,104785.42,165354.31,65494.17,46621.81,17604.22,1615.7,8615.99,5691.37,10157.29,37101.67,31736.42,10588.59,15730.84,59139.14,16453.85,9572.5,10789.76,27475.15,8085.1,3171.69,4050.78,1479.74,14364.8,2686.44,300.1,8424.54,49338.79,8498.77,15977.32,13242.69,6984.31,2997.73,3106.41,2408.98,6609.12,7121.43,7700.65,16938.76,7137.81,7579.37,19263.33,4737.94,5578.38,19368.3,8536.63,10029.21,8187.9,4347.93,15227.26,3687.13,21415.66,79464.63,4227.72,14417.79,9911.24,9738.01,11164.29,21700.32,4868.45,7981.25,10703.27,14844.23,22888.44,15193.78,0,0,0,0,7730.96,0,0,0,0,0,0,0,0,0,0,0,0,23316.08
1537.0775a4.66,30322.31,19070.47,126077.27,47265.98,58371.31,72576.16,111646.11,53046.06,56004.28,76497.81,23868.26,2078.43,54068.93,19509.63,26524.93,149298.09,24242.76,47499.1,26278.41,119175.81,33573.07,5799.29,22075.02,60991.81,32301.86,11285.02,21047.35,4699.65,15046.45,6072.06,1088.44,36635.46,78306,48285.37,89827.9,83768.04,32880.65,9140.69,14275.21,14620.67,31732.87,56798.68,8281.56,43881.65,48593.86,39295.67,28418.23,35954.14,46164.01,74196.41,59438.28,67662.93,9396.55,25597.97,17452.19,17212.92,82676.69,86164.83,21316.46,42275.06,6728.74,12222.68,65971.46,35912.19,56392.22,52726.32,31795.46,42628.91,52963.04,16015.33,0,0,0,0,24625.6,0,0,0,0,0,0,0,0,0,0,0,0,77269.75
208.1299a0.72,87052.91,15546.27,155864.78,67315.01,56971.33,33120.52,115780.12,249166.07,89520,53050.1,57230.08,4567.72,96813.41,0,92222.34,176832.37,25843.86,125077.3,78283.39,76043.22,0,33212.52,13748.87,48114.71,0,0,14919.94,0,35737.54,7954.96,0,29522.62,172445.55,14927.93,38069.36,39338.27,14467.21,6901.4,16821.19,5994.2,62764.26,24777.8,36573.67,21446.74,205118.69,18224.25,83157.11,10424.17,34476.14,100887.41,28288.53,0,49477.3,0,67022.41,10668.21,115309.96,168809.95,8890.88,0,43829.48,105756.91,21873.94,0,77999.66,0,0,154191.49,30416.51,0,0,64206.78,319779.88,4786.56,85282.66,121864.5,68019.98,9838.99,46816.75,0,0,8796.35,38443.3,43221.77,164128.33,17408.18,23013.63,79673.17
1422.9766a3.91,160128.36,120513.01,422105.53,222279.96,249685.55,278984.79,361425.48,225431.75,217062.66,284201.6,51918.09,5282.74,111231.6,43850.94,99546.66,419425,59535.19,90069.2,74674.87,218449.69,79202.41,41424.7,60733.44,140292.78,77672.66,27507.86,37082.32,8900.35,29736.25,10429.99,2721.85,133048.2,57063.78,94878.94,159542.42,173910.61,65397.66,22269.11,26245.54,29770.21,53914.6,112820.87,17814.37,70915.85,93630.61,68071.36,66977.96,60456.35,75717.91,135890.63,134609.3,106875.82,19841.43,35401.74,39696.9,35811.86,163483.48,173268.45,49896.92,70299.97,15848.67,26185.82,151210.54,65675.6,118786.89,106036.57,70153.23,82941.57,97126.01,34683.78,0,0,0,0,54115.11,0,0,0,0,0,0,0,0,0,0,0,0,214370.12
